system,controller,eval_strength,noise_case,gamma_phi,gamma_relax,seed,final_fidelity,final_leakage,max_leakage,tail_infidelity_mean,final_purity,pulse_energy,segments,training_seconds,training_objective,optimizer_iterations,optimizer_success,cap_label,reference_stages,leakage_cap,cap_weight,mean_leakage_weight,trust_radius
five_level_weak_anharmonic,cap_path_seed,0.03,static_only,0.0,0.0,27,0.8670756228003252,0.04000104334015886,0.043974744024457446,0.16083117914798944,0.9999998965659617,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,static_only,0.0,0.0,28,0.909072612728995,0.058489386980214,0.0644444156127103,0.06077172555907381,0.9999998065015004,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,static_only,0.0,0.0,29,0.946434762580584,0.049140573726391135,0.05107110123938008,0.08694053986128827,0.9999998738884137,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,static_only,0.0,0.0,30,0.8294908478263073,0.038936828162260406,0.03997833656191607,0.22770251809118797,0.9999999138345802,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,static_only,0.0,0.0,31,0.8081248057560041,0.037567194889427835,0.0477588780765561,0.1063739960918792,0.9999998188833742,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,static_only,0.0,0.0,32,0.8095284756011647,0.037090347774460186,0.04172199473971361,0.09899587571183549,0.9999998189839673,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,static_only,0.0,0.0,33,0.814501217299735,0.03838123859434606,0.038428776181931745,0.26074730010869623,0.9999999329445137,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,static_only,0.0,0.0,34,0.8391474522627522,0.05494725442088422,0.05500974768966582,0.17137630120239006,0.9999998759832843,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,static_only,0.0,0.0,35,0.9163613272693122,0.062171300607442914,0.06576452373896413,0.08783146993431164,0.9999998521123361,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,static_only,0.0,0.0,36,0.8387149609369838,0.0421829534819933,0.04784064653993936,0.08684233217420159,0.999999821545023,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,static_only,0.0,0.0,37,0.8873308609188368,0.037885337993870394,0.04251599768719638,0.19999773682816818,0.9999999064149222,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,static_only,0.0,0.0,38,0.7253882898057549,0.022758768241234018,0.023795789638172304,0.3326186242769021,0.999999947815384,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,static_only,0.0,0.0,39,0.8495852394980558,0.04088318220625187,0.05229929669742772,0.10411506475746309,0.9999998100198201,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,static_only,0.0,0.0,40,0.9306674291038217,0.05450554518659645,0.05693588735168409,0.06140509535418176,0.9999998488812938,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,static_only,0.0,0.0,41,0.885563652916104,0.047810279162057046,0.050904559195759314,0.06733246697703245,0.9999998629281857,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,static_only,0.0,0.0,42,0.8712708006419744,0.05168535341241154,0.05168535341241154,0.1640212086457615,0.9999999026394203,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,static_only,0.0,0.0,43,0.8316593954052589,0.035531149545943275,0.04027005600462219,0.11839408796622206,0.9999998655833929,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,static_only,0.0,0.0,44,0.6726877086293164,0.027029729638023525,0.029771577146876282,0.4130765789981287,0.9999999454511616,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,static_only,0.0,0.0,45,0.8649523049516455,0.04848195081676021,0.053443012763449094,0.15208708797274298,0.9999998676705028,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,static_only,0.0,0.0,46,0.7838628001412463,0.03534165010293622,0.038443431135139816,0.10160758619461548,0.9999998516604384,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,static_only,0.0,0.0,47,0.9061463952814123,0.038526054313907765,0.04949987258447064,0.058028079342822655,0.9999998474503957,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,static_only,0.0,0.0,48,0.5599218072894847,0.024110939208806137,0.04404342720990695,0.2638505588974588,0.9999997892742235,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,static_only,0.0,0.0,49,0.9076089585240091,0.04061471930772054,0.04937550421478876,0.059345573129620154,0.9999998308444873,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,static_only,0.0,0.0,50,0.8791013487612541,0.0444309712190325,0.050013580146498704,0.1401343179856609,0.9999998642577075,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,static_only,0.0,0.0,51,0.9397075845766638,0.05793943662310941,0.05933784067013925,0.0688831411987662,0.9999998599754223,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,static_only,0.0,0.0,52,0.8720193374249984,0.03634400524377335,0.04425972910433995,0.06925837642089354,0.99999984369447,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,static_only,0.0,0.0,53,0.7602410548213806,0.03994610271573873,0.040169600271320216,0.20987960927911722,0.9999998795874339,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,static_only,0.0,0.0,54,0.7908553767693389,0.04104008554809524,0.044307051516644935,0.16437885307102035,0.9999998495927317,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,static_only,0.0,0.0,55,0.6704906880135763,0.035876396386643306,0.03929077364330391,0.3861887766210683,0.9999999230552395,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,static_only,0.0,0.0,56,0.8457233064283293,0.03457471302365456,0.04927398353636714,0.09576262337791835,0.999999854970905,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,static_only,0.0,0.0,57,0.9252092849344421,0.06392877091362126,0.0695993627921292,0.10931122863029163,0.9999998464765003,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,static_only,0.0,0.0,58,0.8902608463597428,0.03449232292203119,0.04110604073238466,0.06895778118105773,0.9999998493872527,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,static_only,0.0,0.0,59,0.6805465576275876,0.035152909807474986,0.044785517730376756,0.178046650613628,0.9999997895509304,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,10,0.9296954633005995,0.044879142430861996,0.04873272277382701,0.13877965794717934,0.9802114419392116,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,11,0.7633061857803081,0.04657282807536833,0.05097618039813456,0.12150600462849157,0.9838724033038208,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,12,0.7959999966496881,0.042696351952669076,0.044402986385059906,0.12028232716359367,0.9826633302706108,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,13,0.521722278539412,0.024687245345489606,0.02603312979012906,0.5117428761976166,0.9752947128698027,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,14,0.685048676686088,0.028627441285943522,0.03039181219168574,0.3350461322537164,0.9765023313706676,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,15,0.905663471885199,0.05611308059948528,0.06123634492476204,0.09097904060628054,0.9826694965384848,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,16,0.8572457190724978,0.05116178743895183,0.05474424758581886,0.0754630066751148,0.9840642355805077,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,17,0.9369754442209142,0.03961775505303944,0.04389895353663498,0.11172483963817084,0.9823065782188032,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,18,0.9082163360081495,0.054514633580782235,0.05520504492668998,0.13013511043537435,0.9811031983562007,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,19,0.8114906165980664,0.034643859531643395,0.03907996454383389,0.10143785742335741,0.9839219933684142,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,20,0.8940835661785586,0.05467215553095395,0.057107208227126005,0.0774215625958803,0.9833280835660322,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,21,0.9124815099101631,0.03847923125966668,0.04400534739886475,0.05434408628403787,0.9847071956583419,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,22,0.9050171858499589,0.04142327870193985,0.045614648264050595,0.05890872174812871,0.9843457423180604,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,23,0.8998118306071113,0.04557539442215397,0.04800698431979877,0.08709340287420522,0.9829087062993938,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,24,0.8365645643815748,0.02658283934190475,0.03482607195157805,0.1555548481377023,0.9810388268245125,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,25,0.8206032875937695,0.040959094287493225,0.0440284629726001,0.16734290119453366,0.9805666994548515,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,26,0.8977261315677109,0.05784578922502304,0.05784578922502304,0.12083090478685157,0.9810533311651571,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,27,0.8613025611855841,0.04043438157130563,0.04418312909373079,0.16560230993111386,0.9803432800988618,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,28,0.902031091733823,0.05872152756003102,0.06441905357085409,0.06801585680645257,0.9828459074784778,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,29,0.9387150384014841,0.04910733516035204,0.050940787053860626,0.09389461163929572,0.9818449968004709,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,30,0.8243545738749936,0.039084484742372805,0.04010136416494703,0.23172799307149614,0.9790298241474458,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,31,0.8031507223575061,0.038363978107769814,0.04790544527384266,0.11192366713286102,0.9836682681782969,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,32,0.8047427608814474,0.037782591645152186,0.042354423638729766,0.10472508200352669,0.9843909783710978,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,33,0.80911098588518,0.038799453945625784,0.038799453945625784,0.26458760182989205,0.9786322603436362,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,34,0.8335937390665887,0.05516018281416668,0.055240349859181914,0.17650096505773002,0.9793306754985547,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,35,0.9086702303559582,0.06228063260861294,0.06568769436393007,0.0951983562408126,0.9826644005601929,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,36,0.8336821082580186,0.04246004225355715,0.047919755102191264,0.09269662744961271,0.9840606820313155,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,37,0.8800875022282163,0.03889479674198093,0.04327657433939269,0.20519950576208815,0.9806508188808502,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,38,0.7224867610444885,0.022995997505294463,0.02397057045534634,0.33449702071404397,0.9776737821768176,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,39,0.8435244557639592,0.04191310782404567,0.052366119848243464,0.11008117513088206,0.9828248793799916,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,40,0.9232909725701782,0.05477272504237807,0.05713557992331009,0.06856033343810619,0.9832922587089923,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,41,0.8791707289623462,0.04810419500155505,0.051133737527482404,0.07436169831421395,0.9839912316092161,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,42,0.8651389290321131,0.05154034746118619,0.05154034746118619,0.16941035759951434,0.9794927869656718,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,43,0.8266435813084452,0.03595929347536053,0.040539604744567526,0.12357024845777366,0.9829752527958436,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,44,0.6697225111504788,0.027563487318933433,0.030049247925246325,0.41448332213950934,0.9763225191653958,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,45,0.8587748614195037,0.04903645547224178,0.05366214931629698,0.1572533526024136,0.979758645697619,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,46,0.78031421714174,0.035629231309412424,0.03872722267454387,0.10705896736864386,0.9845976509448415,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,47,0.899381739350117,0.039395732159416386,0.04955201023285838,0.06472030223026425,0.984416097491952,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,48,0.56046041713002,0.024984055850988618,0.0441215063193523,0.26628431015396015,0.9817338202709653,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,49,0.900650524200957,0.04164024416761258,0.049735977735207104,0.06604474006906787,0.9843444068862084,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,50,0.8726650653701865,0.045198673589375904,0.05049210828418893,0.14544196885680857,0.9806748281505087,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,51,0.9320083455590766,0.058181109505608175,0.05952171829251662,0.07607426646930665,0.9832975955018403,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,52,0.8658091727564092,0.03720874274190211,0.04446340879664157,0.07590348679751183,0.9840532249861715,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,53,0.7563736417335333,0.04031223879108703,0.04063354019968013,0.21381737606525447,0.9794680549239712,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,54,0.7862342447496456,0.04157862990184025,0.044755431903480636,0.1691319267784414,0.9808771031162011,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,55,0.6678675890464907,0.036528375476420516,0.03959252335894514,0.3875454566806299,0.9752685027975865,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,56,0.839885148504509,0.035483167406582417,0.04915968806413806,0.10187304011182802,0.983643588158155,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,57,0.9175726746843882,0.06447807440396791,0.06975842537252985,0.11563253290956346,0.9819496251709796,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,58,0.8842225896013572,0.034942489653918996,0.04126771633626458,0.07499742428807565,0.984334691691955,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,deph_0.001,0.001,0.0,59,0.6786087762430321,0.03593483800803288,0.04519883612397324,0.18227587498363593,0.9825172121181021,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,relax_0.0005,0.0,0.0005,10,0.929741732910027,0.04391021269847595,0.0478910183704887,0.13981824970067536,0.9855773826097194,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,relax_0.0005,0.0,0.0005,11,0.7631972895501901,0.04578660022098202,0.0502193143030667,0.12166556782536887,0.9748538068349332,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,relax_0.0005,0.0,0.0005,12,0.79313498140177,0.04171533587516263,0.043517628304497014,0.12185248921658147,0.9776369759246728,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,relax_0.0005,0.0,0.0005,13,0.520429402512739,0.023987719403278485,0.0254395288429079,0.5145173166424626,0.9952580231420733,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,relax_0.0005,0.0,0.0005,14,0.6852191477884585,0.028067568278904664,0.029873034755361738,0.3366718557857833,0.9899632168288761,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,relax_0.0005,0.0,0.0005,15,0.9065592854141293,0.05490580706812842,0.06034132097143041,0.09108294505500641,0.9805539663962959,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,relax_0.0005,0.0,0.0005,16,0.8569659877652989,0.050366760163054414,0.05396441873121338,0.07583040562492802,0.976348440092912,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,relax_0.0005,0.0,0.0005,17,0.9364799845527776,0.03861193415589537,0.04298211769931781,0.11281822063826354,0.9839866842640934,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,relax_0.0005,0.0,0.0005,18,0.908231031517896,0.053708887362325264,0.05442794323207645,0.13087447072239905,0.9847656825841892,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,relax_0.0005,0.0,0.0005,19,0.808647232632548,0.03390344877025009,0.038397516380373586,0.1033781923627602,0.9763243903819119,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,relax_0.0005,0.0,0.0005,20,0.8919994238798226,0.054057483114224536,0.05653847364224962,0.07884483880189076,0.9785525071550737,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,relax_0.0005,0.0,0.0005,21,0.9110613785720394,0.03775644099594144,0.04339534331452344,0.055659676609755356,0.9772651614624145,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,relax_0.0005,0.0,0.0005,22,0.9047361854615077,0.04059574674317534,0.04483578276562594,0.05975642394520379,0.9770345810484157,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,relax_0.0005,0.0,0.0005,23,0.900346039886649,0.04498076594853384,0.04746676620744783,0.08744634626337273,0.9804516123645126,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,relax_0.0005,0.0,0.0005,24,0.8372772634819309,0.025659510921208994,0.03441101532329571,0.15617212237544476,0.9830514002845052,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
five_level_weak_anharmonic,cap_path_seed,0.03,relax_0.0005,0.0,0.0005,25,0.8213318138778165,0.04027208799969151,0.04338581643158723,0.1679734640413459,0.983489952538061,0.0013843749999999998,120,66.28534330497496,,,,path seed,,,,,
